score,tokens,neg_scores,neu_scores,pos_scores,compound_scores,NOUN,PRON,VERB,ADJ,ADV
0.0,wish could make vid laptop home,0.0,0.649,0.351,0.4019,0.0,0.0,0.0,0.0,0.0
0.0,thought grrr brb,0.412,0.588,0.0,-0.1027,0.0,0.0,0.0,0.0,0.0
0.0,everi tear shed cleans take pain away church cleans souland cleans lie past 5 year,0.191,0.809,0.0,-0.5106,0.0,0.0,0.0,0.0,0.0
0.0,tom courtney leav today weve much fun,0.0,0.645,0.355,0.5106,0.0,0.0,0.0,0.0,0.0
0.0,love u pigfest guy cudnt get mill love eminen emma bunton ladi soverign,0.0,0.567,0.433,0.8555,0.0,0.0,0.0,0.0,0.0
0.0,mum doesnt learn lesson 4th time she got basal cell cancer skin,0.286,0.714,0.0,-0.6597,0.0,0.0,0.0,0.0,0.0
0.0,joe proli give sweetest hug planet nick rude love joe kevin enough even hug,0.128,0.427,0.444,0.8126,0.0,0.0,0.0,0.0,0.0
0.0,u never heard forgot u grew suburb pgand street bmoreim sorri,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,tooth hurt,0.773,0.227,0.0,-0.5267,0.0,0.0,0.0,0.0,0.0
0.0,sundayerrand day back work tomorrow,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,cheer kimi sadli today wasnt day,0.0,0.602,0.398,0.5106,0.0,0.0,0.0,0.0,0.0
0.0,final went even hot sunday ruin weekend,0.388,0.612,0.0,-0.5859,0.0,0.0,0.0,0.0,0.0
0.0,red white unbeat combin weekend,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,cant avoid iron longer today far less glamor yesterday,0.0,0.599,0.401,0.5712,0.0,0.0,0.0,0.0,0.0
0.0,drew sub bike view rogerdodg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,haha realli notif everi time wake though alway know your,0.0,0.75,0.25,0.4588,0.0,0.0,0.0,0.0,0.0
0.0,sex citi movi make cri,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,got bit excit came paw danielpe floor got sent outsid brunch bust,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,never met kevin costner last night fact didnt even see stage,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,sir lost point statement,0.434,0.566,0.0,-0.3182,0.0,0.0,0.0,0.0,0.0
0.0,bad dream allig gun last night,0.541,0.275,0.183,-0.5994,0.0,0.0,0.0,0.0,0.0
0.0,bet wont voic tomor damn cold,0.0,0.689,0.311,0.3089,0.0,0.0,0.0,0.0,0.0
0.0,trophi hand feel wrong there roll clay bite spanish anthem whine,0.333,0.476,0.19,-0.34,0.0,0.0,0.0,0.0,0.0
0.0,stop soak gazeebo,0.524,0.476,0.0,-0.296,0.0,0.0,0.0,0.0,0.0
0.0,slept anoth 3 hour still realli tire oh well ill go bed 9 today ill make four hour shiti sleep,0.227,0.688,0.085,-0.5423,0.0,0.0,0.0,0.0,0.0
0.0,wishno alreadi delet episod 2 comput go back find itll worth,0.0,0.84,0.16,0.2263,0.0,0.0,0.0,0.0,0.0
0.0,oh wow im glad everyon ok sorri car,0.0,0.357,0.643,0.8402,0.0,0.0,0.0,0.0,0.0
0.0,good morn time work,0.0,0.508,0.492,0.4404,0.0,0.0,0.0,0.0,0.0
0.0,back realiti,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,hey babi sound like fun glad guess went bed earli luv ya xoxo,0.0,0.413,0.587,0.9153,0.0,0.0,0.0,0.0,0.0
0.0,ok allow make egg obvious suck whole matter,0.24,0.331,0.43,0.0772,0.0,0.0,0.0,0.0,0.0
0.0,back squar one look hous,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,mow yardcut weedsaww crapbroken water meter well goe worship,0.0,0.619,0.381,0.5106,0.0,0.0,0.0,0.0,0.0
0.0,anoth 12 hour drive goodby pensacola,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,nail polish fell broke go look shade,0.318,0.682,0.0,-0.4215,0.0,0.0,0.0,0.0,0.0
0.0,realli look forward school tommorow,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,sound like u sick us lol get u must tire,0.212,0.449,0.34,0.25,0.0,0.0,0.0,0.0,0.0
0.0,yeah sentiment exactli parent dont know due tomorrow fake ill haha know ill late finish,0.364,0.418,0.218,-0.5423,0.0,0.0,0.0,0.0,0.0
0.0,yep obvious spoilt first one love one push tooooo far,0.0,0.556,0.444,0.7506,0.0,0.0,0.0,0.0,0.0
0.0,tsk tsk miss guy,0.348,0.652,0.0,-0.1531,0.0,0.0,0.0,0.0,0.0
0.0,ah current book pitch heredforshir field weekend,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3422now look good,0.0,0.408,0.592,0.4404,0.0,0.0,0.0,0.0,0.0
0.0,lol im poor afford one xd would money sorri,0.197,0.382,0.42,0.5423,0.0,0.0,0.0,0.0,0.0
0.0,muxh sleep morn everyon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,wish littl talent thing like im sorri eveyon wait lefti come,0.0,0.5,0.5,0.7906,0.0,0.0,0.0,0.0,0.0
0.0,exhaustedlast day az get readi go coffe,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,fuck fair im send ton messeg never answer,0.297,0.508,0.195,-0.296,0.0,0.0,0.0,0.0,0.0
0.0,throat hurtin fa ciggi smoke il b ok head work n min,0.0,0.833,0.167,0.296,0.0,0.0,0.0,0.0,0.0
0.0,take shower cold water suck,0.42,0.58,0.0,-0.4404,0.0,0.0,0.0,0.0,0.0
0.0,wish intern andi today,0.0,0.526,0.474,0.4019,0.0,0.0,0.0,0.0,0.0
0.0,couldnt go church alejandra,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,danna peã±a ive two year without threesom aint complet either oh life im c btw,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,oh tell dad let sister go england see guy summer wont let us,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,good morn head downtown sister look like rain,0.0,0.526,0.474,0.6597,0.0,0.0,0.0,0.0,0.0
0.0,librari,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,worri ac plz b ok,0.0,0.462,0.538,0.3612,0.0,0.0,0.0,0.0,0.0
0.0,come back home work derbi bout go parti find grandma die morn rip grandma,0.231,0.769,0.0,-0.5994,0.0,0.0,0.0,0.0,0.0
0.0,head explod bare breath nose hurt move cant even swallow spit work today,0.221,0.779,0.0,-0.5267,0.0,0.0,0.0,0.0,0.0
0.0,fli back home,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,pancak sunday one last,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,back travel im cold wet,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,attack seatbelt oncethat thing like much,0.323,0.417,0.26,-0.1531,0.0,0.0,0.0,0.0,0.0
0.0,oh wow im sorri,0.0,0.441,0.559,0.5859,0.0,0.0,0.0,0.0,0.0
0.0,imm excit your gonna get wish best love uu popoo hahhahaha im homework summer hah come soon,0.0,0.558,0.442,0.9022,0.0,0.0,0.0,0.0,0.0
0.0,kind conit poor cat live,0.326,0.316,0.358,0.0772,0.0,0.0,0.0,0.0,0.0
0.0,lost boo farken,0.535,0.465,0.0,-0.3182,0.0,0.0,0.0,0.0,0.0
0.0,tweeter dead,0.811,0.189,0.0,-0.6486,0.0,0.0,0.0,0.0,0.0
0.0,11 oclock,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,lucki u lol other aint suck tbh wubu2,0.0,0.535,0.465,0.6377,0.0,0.0,0.0,0.0,0.0
0.0,shit found bug program,0.545,0.455,0.0,-0.5574,0.0,0.0,0.0,0.0,0.0
0.0,lay tire hell thank besti keep night miss besti alreadi,0.395,0.446,0.159,-0.5719,0.0,0.0,0.0,0.0,0.0
0.0,better go wake majesti coffe thing man cant rememb last time iwa woken cuppa,0.0,0.818,0.182,0.4404,0.0,0.0,0.0,0.0,0.0
0.0,thx hope u sorri hear ur loss 100 wow,0.139,0.303,0.558,0.7845,0.0,0.0,0.0,0.0,0.0
0.0,jsem rad ze muzu videt toto unifikac vzhledu dnesnich aut je,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,tire 3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,miss parent sissi alreadi,0.348,0.652,0.0,-0.1531,0.0,0.0,0.0,0.0,0.0
0.0,fun nott tonight meant couldnt afford train see tuesday xxx,0.0,0.732,0.268,0.5106,0.0,0.0,0.0,0.0,0.0
0.0,weekend work suck miss seymour alreadi,0.529,0.471,0.0,-0.5423,0.0,0.0,0.0,0.0,0.0
0.0,haha brush teeth watch give love tri sad caus go get readi,0.161,0.466,0.373,0.6249,0.0,0.0,0.0,0.0,0.0
0.0,dunno amazon gift card smack ill take day soon stay night skype guy long,0.152,0.598,0.25,0.2023,0.0,0.0,0.0,0.0,0.0
0.0,danni took pic kate em mel stay behind buse,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,awh that terribl happen think fox gonna go home next time,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,realli realli realli suck finger cross polic find back stuff,0.244,0.756,0.0,-0.4404,0.0,0.0,0.0,0.0,0.0
0.0,hmmm didnt get rest yet,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,kind doughnut come,0.0,0.37,0.63,0.5267,0.0,0.0,0.0,0.0,0.0
0.0,wish summertim ball right jealou,0.0,0.597,0.403,0.4019,0.0,0.0,0.0,0.0,0.0
0.0,pack camp,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,ugh tire morn mortal enemi,0.412,0.588,0.0,-0.4215,0.0,0.0,0.0,0.0,0.0
0.0,lol u get 30 min u welcom want lg cooki think id love iphon cost way much,0.0,0.628,0.372,0.8074,0.0,0.0,0.0,0.0,0.0
0.0,woke head pound,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,he gone oh well get see tuesday night,0.0,0.769,0.231,0.2732,0.0,0.0,0.0,0.0,0.0
0.0,hurt foot realli bademili help walk everywher,0.306,0.45,0.243,-0.1779,0.0,0.0,0.0,0.0,0.0
0.0,wish wwdc,0.0,0.27,0.73,0.4019,0.0,0.0,0.0,0.0,0.0
0.0,actual ignor,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,arghh tech gcse tomorrow im start panic probabl shouldnt left revis,0.248,0.752,0.0,-0.5106,0.0,0.0,0.0,0.0,0.0
0.0,ooc okay,0.0,0.345,0.655,0.2263,0.0,0.0,0.0,0.0,0.0
0.0,comput sound rubbish mine yeah rain day go ok haha,0.0,0.486,0.514,0.7506,0.0,0.0,0.0,0.0,0.0
0.0,never consid lack lucki,0.0,0.605,0.395,0.2411,0.0,0.0,0.0,0.0,0.0
0.0,link didnt work help would like make vote,0.21,0.558,0.232,0.0624,0.0,0.0,0.0,0.0,0.0
0.0,ohh noo puffi eye,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,took nose ring conch transvers lobe,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,scrape knee due race mom bathroom ouwi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,went go vote link wont open page,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,gut miss sweden rock festiv heard awesom blister finger frig hurt,0.357,0.643,0.0,-0.6124,0.0,0.0,0.0,0.0,0.0
0.0,oh goshstil 4 week go summerholiday much homework mani exam deserv go anywher summer right,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,never seen sign internet withdrawl weekend tingz sorri surviv get gold star,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,ahh dream,0.0,0.333,0.667,0.25,0.0,0.0,0.0,0.0,0.0
0.0,last tweet wack parti rain,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,ship cost expens spain,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,nyc rain week final day rain dc,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,want miley ticket soooooooooooooooooo badli sadli dont think im get,0.0,0.874,0.126,0.0772,0.0,0.0,0.0,0.0,0.0
0.0,clean mood watch im tackl nasti room im want rearrang much furnitur,0.0,0.714,0.286,0.4588,0.0,0.0,0.0,0.0,0.0
0.0,yeah cant believ fail malli naxx night,0.0,0.498,0.502,0.6187,0.0,0.0,0.0,0.0,0.0
0.0,dont want happen,0.379,0.621,0.0,-0.0572,0.0,0.0,0.0,0.0,0.0
0.0,goodby st michaelshead back dc,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,angri caus didnt get go hous parti last night caus damn girl want thing famili,0.159,0.765,0.076,-0.34,0.0,0.0,0.0,0.0,0.0
0.0,love chri die miss old season skin,0.401,0.292,0.307,-0.0772,0.0,0.0,0.0,0.0,0.0
0.0,littl piss cant feel left thumb anymor cool,0.245,0.545,0.209,-0.1027,0.0,0.0,0.0,0.0,0.0
0.0,im kiss lipless,0.0,0.417,0.583,0.4215,0.0,0.0,0.0,0.0,0.0
0.0,lol jess get introubl shit cabana last night,0.29,0.484,0.226,-0.2023,0.0,0.0,0.0,0.0,0.0
0.0,omg omg omg could ticket,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,cannot sleep empti stomach,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,cant believ wallet stolen flight,0.0,0.604,0.396,0.3875,0.0,0.0,0.0,0.0,0.0
0.0,havent seen yet,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,keep follow suck dick,0.756,0.244,0.0,-0.7351,0.0,0.0,0.0,0.0,0.0
0.0,miss sunshin rite usual wake 4 oclock last mone woke 6 pm woah,0.118,0.882,0.0,-0.1531,0.0,0.0,0.0,0.0,0.0
0.0,that go fun thank,0.0,0.256,0.744,0.7003,0.0,0.0,0.0,0.0,0.0
0.0,samesi see week,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,last night start saki bomb sushi end loos iphon ill touch find att store,0.333,0.667,0.0,-0.7184,0.0,0.0,0.0,0.0,0.0
0.0,oh noe sucki way spend sunday morn hope matt right,0.0,0.756,0.244,0.4404,0.0,0.0,0.0,0.0,0.0
0.0,heart im still home way,0.0,0.488,0.512,0.6369,0.0,0.0,0.0,0.0,0.0
0.0,nice guess hard watch kid im sorri,0.152,0.543,0.304,0.34,0.0,0.0,0.0,0.0,0.0
0.0,facebook 16 bb great edg viettel shitlik,0.0,0.594,0.406,0.6249,0.0,0.0,0.0,0.0,0.0
0.0,ahh class 2009 peep graduat next weekend woke thought mind,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,fwk camera wont work develop diari today guess mumbl,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,oh that bad total need either jare movi least three 30 second mar song per day surviv,0.179,0.821,0.0,-0.5423,0.0,0.0,0.0,0.0,0.0
0.0,mani haligonian twitter made cirqu show weekend didnt,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,told pour,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,ew mow lawn bye,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,hate sniffl,0.787,0.213,0.0,-0.5719,0.0,0.0,0.0,0.0,0.0
0.0,sit church wait dad,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,cunt outbid second watch sink heart shirt got maroon someth ink shirt tho,0.174,0.598,0.228,0.25,0.0,0.0,0.0,0.0,0.0
0.0,take piss love kirsti also u cant big fan twitter u longer,0.261,0.504,0.235,0.1376,0.0,0.0,0.0,0.0,0.0
0.0,soooo nice outt wish seein lovess day26 summerjam whtev hotjam insane nd brian lovess drake soo bye lmfao,0.105,0.545,0.35,0.743,0.0,0.0,0.0,0.0,0.0
0.0,aww brilliant day yesterday realli love wee bro si daddi away week ragee,0.072,0.515,0.412,0.8225,0.0,0.0,0.0,0.0,0.0
0.0,second sweeti hope feel better,0.0,0.341,0.659,0.7003,0.0,0.0,0.0,0.0,0.0
0.0,sometim get dad lol actual funni,0.0,0.641,0.359,0.4215,0.0,0.0,0.0,0.0,0.0
0.0,im glad andyf terabyt get rc2 pre test found like 30 bug seem break time,0.0,0.703,0.297,0.6705,0.0,0.0,0.0,0.0,0.0
0.0,yet evalu due 12th im get concern run mail everi daybut luck,0.0,0.786,0.214,0.4588,0.0,0.0,0.0,0.0,0.0
0.0,want dior sunni find,0.0,0.698,0.302,0.0772,0.0,0.0,0.0,0.0,0.0
0.0,sadli never case,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,feel defeat morn still 28hour remain singl mom countdown,0.273,0.727,0.0,-0.4588,0.0,0.0,0.0,0.0,0.0
0.0,pregnant inpati everythingdamn nest,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,twitter pathet,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,start feel dri help lord,0.0,0.597,0.403,0.4019,0.0,0.0,0.0,0.0,0.0
0.0,threw airplan ugh im embarrass want mommi haha,0.376,0.301,0.323,-0.1779,0.0,0.0,0.0,0.0,0.0
0.0,lip hurt well good thing got vasaleeeeen,0.274,0.323,0.403,0.1531,0.0,0.0,0.0,0.0,0.0
0.0,tri come middl name daughter tyleretta rule,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,like 4 differ place line hall front room also less like lightn like dog vomit,0.0,0.633,0.367,0.7134,0.0,0.0,0.0,0.0,0.0
0.0,thunder,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,r u comin back uk said back jan sinc heard miss u,0.127,0.873,0.0,-0.1531,0.0,0.0,0.0,0.0,0.0
0.0,hate rain summer england,0.552,0.448,0.0,-0.5719,0.0,0.0,0.0,0.0,0.0
0.0,sweetieim finei dont kno u cant get thru,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,im carmin,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,realis miss 3000th tweet stole,0.286,0.714,0.0,-0.1531,0.0,0.0,0.0,0.0,0.0
0.0,also none alex least bit attract leav cash ian oh wait,0.0,0.8,0.2,0.3612,0.0,0.0,0.0,0.0,0.0
0.0,im bleed somewher shouldnt im scare secret time never anal,0.0,0.774,0.226,0.3875,0.0,0.0,0.0,0.0,0.0
0.0,snot dreari drippi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2day fun except mom ruin ughh make everyth wrst wanna run away,0.222,0.585,0.193,-0.128,0.0,0.0,0.0,0.0,0.0
0.0,â£36 lowest vmedia contract right appar dangit may give tvphoneinet im use,0.191,0.809,0.0,-0.3818,0.0,0.0,0.0,0.0,0.0
0.0,anyth ive eaten last 24 hour come straight back,0.0,0.808,0.192,0.2263,0.0,0.0,0.0,0.0,0.0
0.0,r u,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,yea didnt taylor walmart,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,weird dont know im wrong im definit connect vpn ip address 10 still say im usa,0.093,0.767,0.14,0.2153,0.0,0.0,0.0,0.0,0.0
0.0,go church dick hour lmao,0.324,0.294,0.382,0.1531,0.0,0.0,0.0,0.0,0.0
0.0,wonder twitter wont let upload new pic upset,0.271,0.729,0.0,-0.3818,0.0,0.0,0.0,0.0,0.0
0.0,found js abuelo puerto rico brain dead terribl accid take life support soon,0.239,0.611,0.15,-0.3818,0.0,0.0,0.0,0.0,0.0
0.0,back london car burglar trip nav sysem taken away window smash well insur job still funni,0.0,0.877,0.123,0.2732,0.0,0.0,0.0,0.0,0.0
0.0,search pre far fruitless go tri local best buy soon,0.0,0.682,0.318,0.6369,0.0,0.0,0.0,0.0,0.0
0.0,want love like taylor swift crazier,0.092,0.084,0.824,0.8271,0.0,0.0,0.0,0.0,0.0
0.0,keep search info accid cant find anyth longer 5 sentenc,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,hope fangbang,0.0,0.256,0.744,0.4404,0.0,0.0,0.0,0.0,0.0
0.0,dear god even internet tell get job,0.0,0.515,0.485,0.5719,0.0,0.0,0.0,0.0,0.0
0.0,serious bore,1.0,0.0,0.0,-0.3182,0.0,0.0,0.0,0.0,0.0
0.0,back pointeclair,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,yupp miss demi win,0.216,0.27,0.514,0.4939,0.0,0.0,0.0,0.0,0.0
0.0,tri twice,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,realli fuck pist cant wait move far away everyon,0.304,0.696,0.0,-0.5423,0.0,0.0,0.0,0.0,0.0
0.0,realli must iron,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,steph swine flu,0.565,0.435,0.0,-0.3818,0.0,0.0,0.0,0.0,0.0
0.0,worst hangov row wtf even mean ughh im stupid,0.653,0.347,0.0,-0.9062,0.0,0.0,0.0,0.0,0.0
0.0,alreadi song lol,0.0,0.417,0.583,0.4215,0.0,0.0,0.0,0.0,0.0
0.0,clean room today could take,0.0,0.597,0.403,0.4019,0.0,0.0,0.0,0.0,0.0
0.0,oh total forget say 202 level ticket blink 182 yayyy buy scalper though fuck im gonna poor,0.494,0.506,0.0,-0.9134,0.0,0.0,0.0,0.0,0.0
0.0,found user friendli enough 3 year ago mayb thing chang,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,train tomorrow dont wanna go majorr traffic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,still phone call email im gettin sad,0.341,0.659,0.0,-0.4767,0.0,0.0,0.0,0.0,0.0
0.0,aww sister,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,link u send work,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,weather hold got buggi garag straight back heaven open,0.0,0.574,0.426,0.6369,0.0,0.0,0.0,0.0,0.0
0.0,feel sad im sorri,0.508,0.492,0.0,-0.4767,0.0,0.0,0.0,0.0,0.0
0.0,school night wont til 1140,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,got back awesom lunch carson taylordo homework,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,apprentic final oh yeshhhhh shall wednesday night physic exam oh help,0.0,0.787,0.213,0.4019,0.0,0.0,0.0,0.0,0.0
0.0,dim questionbut wont twitter let custom wallpap basic pattern choic accept,0.0,0.794,0.206,0.3818,0.0,0.0,0.0,0.0,0.0
0.0,flight long expens announc havent realli pay attent rumour hahaha,0.0,0.62,0.38,0.5988,0.0,0.0,0.0,0.0,0.0
0.0,gotta go school 2morrow earli morn sad wear uniform,0.279,0.721,0.0,-0.4767,0.0,0.0,0.0,0.0,0.0
0.0,sim 3 wait sort offic make effort go pick work morn,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,feel better luda get 4 mine pull im scare,0.244,0.534,0.221,-0.0772,0.0,0.0,0.0,0.0,0.0
0.0,far wanna know luca ask go vega get marri,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,he xx,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,waffl bath colleg work,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,haaaav wanna seeeeee hiiiimmmm,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,get readi babi girl graduat high school today uncl keep tell go colleg tempt,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,know rite,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,take care sickiepoo oniel tellurid,0.0,0.556,0.444,0.4939,0.0,0.0,0.0,0.0,0.0
0.0,that good pickup line,0.0,0.508,0.492,0.4404,0.0,0.0,0.0,0.0,0.0
0.0,ï£« â,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,realli miss today,0.444,0.556,0.0,-0.1531,0.0,0.0,0.0,0.0,0.0
0.0,chang flat tire,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,even front tv noth strenuou ive got school morn boo,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,watch rosalinda youtub break heart even bare understand poor guy,0.203,0.523,0.275,0.2732,0.0,0.0,0.0,0.0,0.0
0.0,well wow kind hurt awesom day,0.231,0.136,0.633,0.7096,0.0,0.0,0.0,0.0,0.0
0.0,tooooo literatur period two forev,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,ill wait 5 week 3 week pfff 5 week,0.259,0.741,0.0,-0.4215,0.0,0.0,0.0,0.0,0.0
0.0,life 2 bad hate,0.783,0.217,0.0,-0.802,0.0,0.0,0.0,0.0,0.0
0.0,read today content analysi technolog rhetor pool kid totoread,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,lay bed im sick taylor stefani lay central park,0.292,0.708,0.0,-0.5106,0.0,0.0,0.0,0.0,0.0
0.0,mayn want perform summer jam put guy b4 tell deserv,0.0,0.874,0.126,0.0772,0.0,0.0,0.0,0.0,0.0
0.0,yesterday slept 2 miss womanspirit fair long beach,0.162,0.606,0.232,0.1779,0.0,0.0,0.0,0.0,0.0
0.0,ouch sore bodi excercis much last night,0.294,0.706,0.0,-0.3612,0.0,0.0,0.0,0.0,0.0
0.0,ionogettin workin devic that sure bb dead feelingz realli hurt,0.453,0.412,0.135,-0.7506,0.0,0.0,0.0,0.0,0.0
0.0,drew short straw paint porch rail,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,day 12 bad day,0.538,0.462,0.0,-0.5423,0.0,0.0,0.0,0.0,0.0
0.0,need 2 string,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,aw dont give take littl get hang,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,grrr frank step flower,0.318,0.682,0.0,-0.1027,0.0,0.0,0.0,0.0,0.0
0.0,bed monitor wont let sleep need good night rest atleast,0.0,0.756,0.244,0.4404,0.0,0.0,0.0,0.0,0.0
0.0,electr problem solv new starter may get best tri stay ground,0.17,0.566,0.264,0.3612,0.0,0.0,0.0,0.0,0.0
0.0,still upset game understand everi time make plan see never happen sigh,0.269,0.731,0.0,-0.3968,0.0,0.0,0.0,0.0,0.0
0.0,go vacationi sudden oh dont anyth wear shop spree,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,shit realli dont want remind failur,0.547,0.453,0.0,-0.5889,0.0,0.0,0.0,0.0,0.0
0.0,event crazi much kid mani give away 1 black kid coupl bother,0.179,0.821,0.0,-0.34,0.0,0.0,0.0,0.0,0.0
0.0,aww wanna meet,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,wish good luck thursday exam start,0.0,0.259,0.741,0.8225,0.0,0.0,0.0,0.0,0.0
